transaction_id,adult_id,age_years,age_group_source,transaction_date,year,month,category,merchant,amount_usd,monthly_budget_usd,annual_budget_usd
T0000881,A02,89,65 years and older,2024-06-30T15:31,2024,6,Estimated market value of owned home,Estimated market Shop 3,80.71,4194.37,50332.44
T0000882,A02,89,65 years and older,2024-06-17T07:20,2024,6,"Social Security, private and government retirement",Social Security Shop 1,111.33,4194.37,50332.44
T0000883,A02,89,65 years and older,2024-06-24T14:16,2024,6,Income before taxes,Income before Shop 8,51.77,4194.37,50332.44
T0000884,A02,89,65 years and older,2024-06-19T16:40,2024,6,Estimated market value of owned home,Estimated market Shop 4,216.00,4194.37,50332.44
T0000885,A02,89,65 years and older,2024-06-26T08:10,2024,6,Estimated market value of owned home,Estimated market Shop 2,74.36,4194.37,50332.44
T0000886,A02,89,65 years and older,2024-06-04T15:11,2024,6,Rented dwellings,Rented dwellings Shop 7,9.51,4194.37,50332.44
T0000887,A02,89,65 years and older,2024-06-29T21:43,2024,6,Estimated market value of owned home,Estimated market Shop 8,26.39,4194.37,50332.44
T0000888,A02,89,65 years and older,2024-06-21T15:23,2024,6,Estimated market value of owned home,Estimated market Shop 3,53.40,4194.37,50332.44
T0000889,A02,89,65 years and older,2024-06-07T13:54,2024,6,"Social Security, private and government retirement",Social Security Shop 3,134.72,4194.37,50332.44
T0000890,A02,89,65 years and older,2024-06-21T20:30,2024,6,Estimated market value of owned home,Estimated market Shop 6,83.02,4194.37,50332.44
T0000891,A02,89,65 years and older,2024-06-04T14:01,2024,6,Income before taxes,Income before Shop 2,100.54,4194.37,50332.44
T0000892,A02,89,65 years and older,2024-06-09T20:46,2024,6,Estimated market value of owned home,Estimated market Shop 2,18.06,4194.37,50332.44
T0000893,A02,89,65 years and older,2024-06-08T16:06,2024,6,Estimated market value of owned home,Estimated market Shop 3,120.24,4194.37,50332.44
T0000894,A02,89,65 years and older,2024-07-25T16:46,2024,7,Wages and salaries,Wages and Shop 6,17.07,4194.37,50332.44
T0000895,A02,89,65 years and older,2024-07-26T15:13,2024,7,Personal insurance and pensions,Personal insurance Shop 2,185.04,4194.37,50332.44
T0000896,A02,89,65 years and older,2024-07-23T10:23,2024,7,Estimated market value of owned home,Estimated market Shop 8,108.81,4194.37,50332.44
T0000897,A02,89,65 years and older,2024-07-29T17:23,2024,7,Estimated market value of owned home,Estimated market Shop 1,38.14,4194.37,50332.44
T0000898,A02,89,65 years and older,2024-07-20T18:35,2024,7,Estimated market value of owned home,Estimated market Shop 4,153.04,4194.37,50332.44
T0000899,A02,89,65 years and older,2024-07-21T14:46,2024,7,Cellular phone service,Cellular phone Shop 4,86.84,4194.37,50332.44
T0000900,A02,89,65 years and older,2024-07-26T19:23,2024,7,Estimated market value of owned home,Estimated market Shop 2,80.56,4194.37,50332.44
T0000901,A02,89,65 years and older,2024-07-03T16:53,2024,7,Estimated market value of owned home,Estimated market Shop 8,125.20,4194.37,50332.44
T0000902,A02,89,65 years and older,2024-07-27T20:20,2024,7,"Social Security, private and government retirement",Social Security Shop 2,76.96,4194.37,50332.44
T0000903,A02,89,65 years and older,2024-07-01T20:01,2024,7,Estimated market value of owned home,Estimated market Shop 3,55.49,4194.37,50332.44
T0000904,A02,89,65 years and older,2024-07-23T16:03,2024,7,Estimated market value of owned home,Estimated market Shop 8,22.79,4194.37,50332.44
T0000905,A02,89,65 years and older,2024-07-17T17:31,2024,7,Housing,Housing Shop 9,99.47,4194.37,50332.44
T0000906,A02,89,65 years and older,2024-07-18T08:09,2024,7,Estimated market value of owned home,Estimated market Shop 5,120.99,4194.37,50332.44
T0000907,A02,89,65 years and older,2024-07-24T20:23,2024,7,Estimated market value of owned home,Estimated market Shop 1,69.90,4194.37,50332.44
T0000908,A02,89,65 years and older,2024-07-08T11:35,2024,7,Estimated market value of owned home,Estimated market Shop 9,69.57,4194.37,50332.44
T0000909,A02,89,65 years and older,2024-07-07T13:52,2024,7,Income before taxes,Income before Shop 7,74.49,4194.37,50332.44
T0000910,A02,89,65 years and older,2024-07-14T07:00,2024,7,Income before taxes,Income before Shop 3,51.35,4194.37,50332.44
T0000911,A02,89,65 years and older,2024-07-12T17:29,2024,7,Housing,Housing Shop 1,36.83,4194.37,50332.44
T0000912,A02,89,65 years and older,2024-07-11T11:52,2024,7,Estimated market value of owned home,Estimated market Shop 7,53.21,4194.37,50332.44
T0000913,A02,89,65 years and older,2024-07-28T14:05,2024,7,Estimated market value of owned home,Estimated market Shop 4,211.57,4194.37,50332.44
T0000914,A02,89,65 years and older,2024-07-11T13:03,2024,7,Other vehicle expenses,Other vehicle Shop 9,281.80,4194.37,50332.44
T0000915,A02,89,65 years and older,2024-07-20T09:40,2024,7,Household furnishings and equipment,Household furnishings Shop 7,113.99,4194.37,50332.44
T0000916,A02,89,65 years and older,2024-07-16T11:59,2024,7,Estimated market value of owned home,Estimated market Shop 5,63.99,4194.37,50332.44
T0000917,A02,89,65 years and older,2024-07-26T19:53,2024,7,Estimated market value of owned home,Estimated market Shop 6,112.65,4194.37,50332.44
T0000918,A02,89,65 years and older,2024-07-30T08:22,2024,7,Food,Food Shop 2,104.94,4194.37,50332.44
T0000919,A02,89,65 years and older,2024-07-19T14:27,2024,7,Income before taxes,Income before Shop 4,84.86,4194.37,50332.44
T0000920,A02,89,65 years and older,2024-07-10T11:15,2024,7,Estimated market value of owned home,Estimated market Shop 4,103.71,4194.37,50332.44
T0000921,A02,89,65 years and older,2024-07-08T18:34,2024,7,Housing,Housing Shop 8,79.89,4194.37,50332.44
T0000922,A02,89,65 years and older,2024-07-28T18:24,2024,7,"Cars and trucks, used",Cars and Shop 1,56.45,4194.37,50332.44
T0000923,A02,89,65 years and older,2024-07-16T14:00,2024,7,Estimated market value of owned home,Estimated market Shop 4,102.16,4194.37,50332.44
T0000924,A02,89,65 years and older,2024-07-14T08:35,2024,7,Estimated market value of owned home,Estimated market Shop 7,189.52,4194.37,50332.44
T0000925,A02,89,65 years and older,2024-07-19T08:54,2024,7,Estimated market value of owned home,Estimated market Shop 7,220.82,4194.37,50332.44
T0000926,A02,89,65 years and older,2024-07-13T10:48,2024,7,Estimated market value of owned home,Estimated market Shop 2,47.78,4194.37,50332.44
T0000927,A02,89,65 years and older,2024-07-21T19:55,2024,7,Estimated market value of owned home,Estimated market Shop 9,77.36,4194.37,50332.44
T0000928,A02,89,65 years and older,2024-07-25T19:49,2024,7,Estimated market value of owned home,Estimated market Shop 6,58.22,4194.37,50332.44
T0000929,A02,89,65 years and older,2024-07-17T16:39,2024,7,Estimated market value of owned home,Estimated market Shop 8,100.74,4194.37,50332.44
T0000930,A02,89,65 years and older,2024-07-31T10:38,2024,7,Estimated market value of owned home,Estimated market Shop 6,30.59,4194.37,50332.44
T0000931,A02,89,65 years and older,2024-07-29T17:17,2024,7,"Social Security, private and government retirement",Social Security Shop 7,101.03,4194.37,50332.44
T0000932,A02,89,65 years and older,2024-07-16T09:15,2024,7,Cereals and bakery products,Cereals and Shop 6,32.47,4194.37,50332.44
T0000933,A02,89,65 years and older,2024-07-09T17:40,2024,7,Estimated market value of owned home,Estimated market Shop 4,13.96,4194.37,50332.44
T0000934,A02,89,65 years and older,2024-07-28T09:44,2024,7,Estimated market value of owned home,Estimated market Shop 9,25.16,4194.37,50332.44
T0000935,A02,89,65 years and older,2024-07-10T10:35,2024,7,Wages and salaries,Wages and Shop 3,132.56,4194.37,50332.44
T0000936,A02,89,65 years and older,2024-07-29T17:20,2024,7,"Pets, toys, hobbies, and playground equipment",Pets toys Shop 7,32.88,4194.37,50332.44
T0000937,A02,89,65 years and older,2024-07-10T17:14,2024,7,"Social Security, private and government retirement",Social Security Shop 5,60.48,4194.37,50332.44
T0000938,A02,89,65 years and older,2024-07-09T08:59,2024,7,Estimated market value of owned home,Estimated market Shop 6,11.47,4194.37,50332.44
T0000939,A02,89,65 years and older,2024-07-26T09:43,2024,7,Estimated market value of owned home,Estimated market Shop 1,19.10,4194.37,50332.44
T0000940,A02,89,65 years and older,2024-07-08T14:30,2024,7,Estimated market value of owned home,Estimated market Shop 7,45.07,4194.37,50332.44
T0000941,A02,89,65 years and older,2024-07-30T07:02,2024,7,"Social Security, private and government retirement",Social Security Shop 6,153.40,4194.37,50332.44
T0000942,A02,89,65 years and older,2024-08-16T11:20,2024,8,Estimated market value of owned home,Estimated market Shop 6,125.40,4194.37,50332.44
T0000943,A02,89,65 years and older,2024-08-07T16:46,2024,8,Telephone services,Telephone services Shop 5,13.26,4194.37,50332.44
T0000944,A02,89,65 years and older,2024-08-17T10:47,2024,8,Estimated market value of owned home,Estimated market Shop 9,74.42,4194.37,50332.44
T0000945,A02,89,65 years and older,2024-08-17T09:05,2024,8,Shelter,Shelter Shop 2,41.13,4194.37,50332.44
T0000946,A02,89,65 years and older,2024-08-22T21:50,2024,8,Income before taxes,Income before Shop 8,16.79,4194.37,50332.44
T0000947,A02,89,65 years and older,2024-08-07T17:51,2024,8,"Social Security, private and government retirement",Social Security Shop 6,133.94,4194.37,50332.44
T0000948,A02,89,65 years and older,2024-08-15T19:11,2024,8,Estimated market value of owned home,Estimated market Shop 2,29.41,4194.37,50332.44
T0000949,A02,89,65 years and older,2024-08-12T20:40,2024,8,Estimated market value of owned home,Estimated market Shop 5,97.05,4194.37,50332.44
T0000950,A02,89,65 years and older,2024-08-30T11:11,2024,8,Estimated market value of owned home,Estimated market Shop 1,70.81,4194.37,50332.44
T0000951,A02,89,65 years and older,2024-08-05T18:40,2024,8,Estimated market value of owned home,Estimated market Shop 8,33.54,4194.37,50332.44
T0000952,A02,89,65 years and older,2024-08-27T08:48,2024,8,Estimated market value of owned home,Estimated market Shop 6,35.82,4194.37,50332.44
T0000953,A02,89,65 years and older,2024-08-03T12:09,2024,8,Housing,Housing Shop 1,62.63,4194.37,50332.44
T0000954,A02,89,65 years and older,2024-08-17T08:08,2024,8,Estimated market value of owned home,Estimated market Shop 6,75.68,4194.37,50332.44
T0000955,A02,89,65 years and older,2024-08-15T10:30,2024,8,Estimated market value of owned home,Estimated market Shop 8,25.17,4194.37,50332.44
T0000956,A02,89,65 years and older,2024-08-31T09:43,2024,8,Health insurance,Health insurance Shop 9,148.22,4194.37,50332.44
T0000957,A02,89,65 years and older,2024-08-31T20:06,2024,8,"Men, 16 and over",Men 16 Shop 6,179.84,4194.37,50332.44
T0000958,A02,89,65 years and older,2024-08-01T15:27,2024,8,"Retirement, pensions, and Social Security",Retirement pensions Shop 9,88.94,4194.37,50332.44
T0000959,A02,89,65 years and older,2024-08-05T20:31,2024,8,"Social Security, private and government retirement",Social Security Shop 3,31.27,4194.37,50332.44
T0000960,A02,89,65 years and older,2024-08-20T11:24,2024,8,"Social Security, private and government retirement",Social Security Shop 5,217.20,4194.37,50332.44
T0000961,A02,89,65 years and older,2024-08-30T13:47,2024,8,Estimated market value of owned home,Estimated market Shop 6,12.94,4194.37,50332.44
T0000962,A02,89,65 years and older,2024-08-27T08:49,2024,8,Estimated market value of owned home,Estimated market Shop 1,9.23,4194.37,50332.44
T0000963,A02,89,65 years and older,2024-08-20T20:18,2024,8,Estimated market value of owned home,Estimated market Shop 2,20.91,4194.37,50332.44
T0000964,A02,89,65 years and older,2024-08-03T08:58,2024,8,Income before taxes,Income before Shop 2,95.66,4194.37,50332.44
T0000965,A02,89,65 years and older,2024-08-22T19:53,2024,8,Estimated market value of owned home,Estimated market Shop 8,32.97,4194.37,50332.44
T0000966,A02,89,65 years and older,2024-08-11T13:16,2024,8,Estimated market value of owned home,Estimated market Shop 5,30.15,4194.37,50332.44
T0000967,A02,89,65 years and older,2024-08-11T19:59,2024,8,Transportation,Transportation Shop 9,60.52,4194.37,50332.44
T0000968,A02,89,65 years and older,2024-08-12T18:58,2024,8,Estimated market value of owned home,Estimated market Shop 9,203.27,4194.37,50332.44
T0000969,A02,89,65 years and older,2024-08-31T21:20,2024,8,Food,Food Shop 3,51.32,4194.37,50332.44
T0000970,A02,89,65 years and older,2024-08-07T13:15,2024,8,Estimated market value of owned home,Estimated market Shop 4,110.22,4194.37,50332.44
T0000971,A02,89,65 years and older,2024-08-28T17:59,2024,8,Laundry and cleaning products,Laundry and Shop 7,157.48,4194.37,50332.44
T0000972,A02,89,65 years and older,2024-08-21T15:15,2024,8,Estimated market value of owned home,Estimated market Shop 8,134.95,4194.37,50332.44
T0000973,A02,89,65 years and older,2024-08-26T14:50,2024,8,Estimated market value of owned home,Estimated market Shop 8,163.47,4194.37,50332.44
T0000974,A02,89,65 years and older,2024-08-01T10:15,2024,8,Income before taxes,Income before Shop 2,100.39,4194.37,50332.44
T0000975,A02,89,65 years and older,2024-08-20T18:46,2024,8,Estimated market value of owned home,Estimated market Shop 8,52.50,4194.37,50332.44
T0000976,A02,89,65 years and older,2024-08-17T19:11,2024,8,Estimated market value of owned home,Estimated market Shop 8,114.37,4194.37,50332.44
T0000977,A02,89,65 years and older,2024-08-17T13:15,2024,8,Estimated market value of owned home,Estimated market Shop 5,128.41,4194.37,50332.44
T0000978,A02,89,65 years and older,2024-08-07T13:57,2024,8,Health insurance,Health insurance Shop 7,137.05,4194.37,50332.44
T0000979,A02,89,65 years and older,2024-08-18T18:46,2024,8,Estimated market value of owned home,Estimated market Shop 6,55.91,4194.37,50332.44
T0000980,A02,89,65 years and older,2024-08-04T19:35,2024,8,Income before taxes,Income before Shop 1,87.19,4194.37,50332.44
T0000981,A02,89,65 years and older,2024-08-13T13:02,2024,8,Estimated market value of owned home,Estimated market Shop 2,128.98,4194.37,50332.44
T0000982,A02,89,65 years and older,2024-08-11T18:18,2024,8,Estimated market value of owned home,Estimated market Shop 2,36.14,4194.37,50332.44
T0000983,A02,89,65 years and older,2024-08-31T08:00,2024,8,Estimated market value of owned home,Estimated market Shop 2,44.94,4194.37,50332.44
T0000984,A02,89,65 years and older,2024-08-11T13:48,2024,8,Property taxes,Property taxes Shop 7,120.90,4194.37,50332.44
T0000985,A02,89,65 years and older,2024-08-24T19:02,2024,8,Estimated market value of owned home,Estimated market Shop 2,164.98,4194.37,50332.44
T0000986,A02,89,65 years and older,2024-08-21T12:03,2024,8,Estimated market value of owned home,Estimated market Shop 7,64.54,4194.37,50332.44
T0000987,A02,89,65 years and older,2024-08-02T15:42,2024,8,Estimated market value of owned home,Estimated market Shop 9,134.05,4194.37,50332.44
T0000988,A02,89,65 years and older,2024-08-05T17:30,2024,8,Estimated market value of owned home,Estimated market Shop 6,10.40,4194.37,50332.44
T0000989,A02,89,65 years and older,2024-08-03T10:33,2024,8,Vehicle insurance,Vehicle insurance Shop 6,92.26,4194.37,50332.44
T0000990,A02,89,65 years and older,2024-08-04T08:30,2024,8,Estimated market value of owned home,Estimated market Shop 5,64.79,4194.37,50332.44
T0000991,A02,89,65 years and older,2024-08-16T15:27,2024,8,Estimated market value of owned home,Estimated market Shop 4,72.96,4194.37,50332.44
T0000992,A02,89,65 years and older,2024-09-10T10:37,2024,9,Women and girls,Women and Shop 9,84.54,4194.37,50332.44
T0000993,A02,89,65 years and older,2024-09-20T08:39,2024,9,Healthcare,Healthcare Shop 4,103.58,4194.37,50332.44
T0000994,A02,89,65 years and older,2024-09-07T14:52,2024,9,Estimated market value of owned home,Estimated market Shop 1,64.25,4194.37,50332.44
T0000995,A02,89,65 years and older,2024-09-28T08:29,2024,9,Natural gas,Natural gas Shop 1,78.75,4194.37,50332.44
T0000996,A02,89,65 years and older,2024-09-29T18:18,2024,9,Estimated market value of owned home,Estimated market Shop 2,23.93,4194.37,50332.44
T0000997,A02,89,65 years and older,2024-09-17T15:08,2024,9,Estimated market value of owned home,Estimated market Shop 5,47.83,4194.37,50332.44
T0000998,A02,89,65 years and older,2024-09-20T11:49,2024,9,Cereals and bakery products,Cereals and Shop 3,37.68,4194.37,50332.44
T0000999,A02,89,65 years and older,2024-09-29T21:58,2024,9,Estimated market value of owned home,Estimated market Shop 5,162.36,4194.37,50332.44
T0001000,A02,89,65 years and older,2024-09-19T09:00,2024,9,Estimated market value of owned home,Estimated market Shop 7,84.59,4194.37,50332.44
T0001001,A02,89,65 years and older,2024-09-03T09:16,2024,9,Estimated market value of owned home,Estimated market Shop 9,68.16,4194.37,50332.44
T0001002,A02,89,65 years and older,2024-09-21T11:46,2024,9,"Social Security, private and government retirement",Social Security Shop 5,199.39,4194.37,50332.44
T0001003,A02,89,65 years and older,2024-09-29T12:46,2024,9,Estimated market value of owned home,Estimated market Shop 5,27.71,4194.37,50332.44
T0001004,A02,89,65 years and older,2024-09-11T14:06,2024,9,Income before taxes,Income before Shop 5,42.62,4194.37,50332.44
T0001005,A02,89,65 years and older,2024-09-26T16:47,2024,9,Estimated market value of owned home,Estimated market Shop 2,167.76,4194.37,50332.44
T0001006,A02,89,65 years and older,2024-09-24T09:44,2024,9,Estimated market value of owned home,Estimated market Shop 7,47.88,4194.37,50332.44
T0001007,A02,89,65 years and older,2024-09-17T07:21,2024,9,Income before taxes,Income before Shop 6,134.42,4194.37,50332.44
T0001008,A02,89,65 years and older,2024-09-13T12:27,2024,9,Rented dwellings,Rented dwellings Shop 2,51.35,4194.37,50332.44
T0001009,A02,89,65 years and older,2024-09-24T13:58,2024,9,Income before taxes,Income before Shop 5,44.52,4194.37,50332.44
T0001010,A02,89,65 years and older,2024-09-18T11:09,2024,9,Estimated market value of owned home,Estimated market Shop 7,66.98,4194.37,50332.44
T0001011,A02,89,65 years and older,2024-09-28T09:29,2024,9,Wages and salaries,Wages and Shop 6,26.90,4194.37,50332.44
T0001012,A02,89,65 years and older,2024-09-08T14:10,2024,9,Estimated market value of owned home,Estimated market Shop 4,108.03,4194.37,50332.44
T0001013,A02,89,65 years and older,2024-09-30T14:34,2024,9,Estimated market value of owned home,Estimated market Shop 5,64.14,4194.37,50332.44
T0001014,A02,89,65 years and older,2024-09-27T19:31,2024,9,Transportation,Transportation Shop 2,56.03,4194.37,50332.44
T0001015,A02,89,65 years and older,2024-09-17T13:10,2024,9,Estimated market value of owned home,Estimated market Shop 5,26.07,4194.37,50332.44
T0001016,A02,89,65 years and older,2024-09-17T21:30,2024,9,Estimated market value of owned home,Estimated market Shop 2,2.67,4194.37,50332.44
T0001017,A02,89,65 years and older,2024-09-13T20:19,2024,9,Estimated market value of owned home,Estimated market Shop 1,95.69,4194.37,50332.44
T0001018,A02,89,65 years and older,2024-09-11T11:44,2024,9,Estimated market value of owned home,Estimated market Shop 9,61.39,4194.37,50332.44
T0001019,A02,89,65 years and older,2024-09-27T16:58,2024,9,Estimated market value of owned home,Estimated market Shop 8,232.30,4194.37,50332.44
T0001020,A02,89,65 years and older,2024-09-21T12:04,2024,9,Estimated market value of owned home,Estimated market Shop 3,106.54,4194.37,50332.44
T0001021,A02,89,65 years and older,2024-09-26T17:09,2024,9,Estimated market value of owned home,Estimated market Shop 2,23.27,4194.37,50332.44
T0001022,A02,89,65 years and older,2024-09-11T14:14,2024,9,Estimated market value of owned home,Estimated market Shop 1,190.26,4194.37,50332.44
T0001023,A02,89,65 years and older,2024-09-21T13:43,2024,9,Estimated market value of owned home,Estimated market Shop 5,174.50,4194.37,50332.44
T0001024,A02,89,65 years and older,2024-09-09T18:27,2024,9,Estimated market value of owned home,Estimated market Shop 8,66.57,4194.37,50332.44
T0001025,A02,89,65 years and older,2024-09-21T08:21,2024,9,Estimated market value of owned home,Estimated market Shop 4,84.44,4194.37,50332.44
T0001026,A02,89,65 years and older,2024-09-12T11:33,2024,9,Wages and salaries,Wages and Shop 8,73.22,4194.37,50332.44
T0001027,A02,89,65 years and older,2024-09-14T09:30,2024,9,Other food at home,Other food Shop 3,353.92,4194.37,50332.44
T0001028,A02,89,65 years and older,2024-09-19T09:41,2024,9,Estimated market value of owned home,Estimated market Shop 3,192.85,4194.37,50332.44
T0001029,A02,89,65 years and older,2024-09-21T08:35,2024,9,Vehicle purchases (net outlay),Vehicle purchases Shop 6,127.70,4194.37,50332.44
T0001030,A02,89,65 years and older,2024-09-21T19:38,2024,9,Estimated market value of owned home,Estimated market Shop 1,29.02,4194.37,50332.44
T0001031,A02,89,65 years and older,2024-09-29T09:12,2024,9,Rented dwellings,Rented dwellings Shop 1,95.88,4194.37,50332.44
T0001032,A02,89,65 years and older,2024-09-16T08:15,2024,9,Estimated market value of owned home,Estimated market Shop 2,98.66,4194.37,50332.44
T0001033,A02,89,65 years and older,2024-09-20T17:44,2024,9,Income before taxes,Income before Shop 8,60.81,4194.37,50332.44
T0001034,A02,89,65 years and older,2024-09-19T09:26,2024,9,Estimated market value of owned home,Estimated market Shop 2,60.04,4194.37,50332.44
T0001035,A02,89,65 years and older,2024-09-21T20:38,2024,9,Estimated market value of owned home,Estimated market Shop 6,109.48,4194.37,50332.44
T0001036,A02,89,65 years and older,2024-09-28T09:14,2024,9,Owned dwellings,Owned dwellings Shop 9,55.02,4194.37,50332.44
T0001037,A02,89,65 years and older,2024-09-11T13:22,2024,9,Estimated market value of owned home,Estimated market Shop 2,4.71,4194.37,50332.44
T0001038,A02,89,65 years and older,2024-09-09T08:22,2024,9,Estimated market value of owned home,Estimated market Shop 2,3.72,4194.37,50332.44
T0001039,A02,89,65 years and older,2024-09-03T15:11,2024,9,Estimated market value of owned home,Estimated market Shop 1,72.24,4194.37,50332.44
T0001040,A02,89,65 years and older,2024-10-31T17:06,2024,10,Wages and salaries,Wages and Shop 3,186.79,4194.37,50332.44
T0001041,A02,89,65 years and older,2024-10-02T13:49,2024,10,Income before taxes,Income before Shop 7,108.59,4194.37,50332.44
T0001042,A02,89,65 years and older,2024-10-15T20:41,2024,10,Estimated market value of owned home,Estimated market Shop 1,45.83,4194.37,50332.44
T0001043,A02,89,65 years and older,2024-10-10T16:49,2024,10,Estimated market value of owned home,Estimated market Shop 3,12.41,4194.37,50332.44
T0001044,A02,89,65 years and older,2024-10-11T17:38,2024,10,Estimated market value of owned home,Estimated market Shop 7,21.39,4194.37,50332.44
T0001045,A02,89,65 years and older,2024-10-31T09:32,2024,10,Estimated market value of owned home,Estimated market Shop 4,153.67,4194.37,50332.44
T0001046,A02,89,65 years and older,2024-10-06T18:57,2024,10,Wages and salaries,Wages and Shop 6,20.65,4194.37,50332.44
T0001047,A02,89,65 years and older,2024-10-20T18:50,2024,10,Estimated market value of owned home,Estimated market Shop 4,147.81,4194.37,50332.44
T0001048,A02,89,65 years and older,2024-10-20T18:55,2024,10,Estimated market value of owned home,Estimated market Shop 5,11.35,4194.37,50332.44
T0001049,A02,89,65 years and older,2024-10-24T13:37,2024,10,Estimated market value of owned home,Estimated market Shop 4,8.83,4194.37,50332.44
T0001050,A02,89,65 years and older,2024-10-12T16:51,2024,10,Shelter,Shelter Shop 4,74.67,4194.37,50332.44
T0001051,A02,89,65 years and older,2024-10-23T09:14,2024,10,Estimated market value of owned home,Estimated market Shop 6,81.94,4194.37,50332.44
T0001052,A02,89,65 years and older,2024-10-27T14:20,2024,10,Estimated market value of owned home,Estimated market Shop 2,56.12,4194.37,50332.44
T0001053,A02,89,65 years and older,2024-10-15T13:32,2024,10,Estimated market value of owned home,Estimated market Shop 6,12.48,4194.37,50332.44
T0001054,A02,89,65 years and older,2024-10-06T09:38,2024,10,Income before taxes,Income before Shop 6,78.29,4194.37,50332.44
T0001055,A02,89,65 years and older,2024-10-06T11:18,2024,10,Estimated market value of owned home,Estimated market Shop 3,68.79,4194.37,50332.44
T0001056,A02,89,65 years and older,2024-10-21T20:44,2024,10,Estimated market value of owned home,Estimated market Shop 9,117.59,4194.37,50332.44
T0001057,A02,89,65 years and older,2024-10-05T07:14,2024,10,Estimated market value of owned home,Estimated market Shop 4,187.92,4194.37,50332.44
T0001058,A02,89,65 years and older,2024-10-04T10:18,2024,10,"Women, 16 and over",Women 16 Shop 9,41.39,4194.37,50332.44
T0001059,A02,89,65 years and older,2024-10-09T13:52,2024,10,Estimated market value of owned home,Estimated market Shop 5,92.78,4194.37,50332.44
T0001060,A02,89,65 years and older,2024-10-17T15:02,2024,10,Estimated market value of owned home,Estimated market Shop 9,72.45,4194.37,50332.44
T0001061,A02,89,65 years and older,2024-10-15T09:30,2024,10,Food away from home,Food away Shop 3,175.52,4194.37,50332.44
T0001062,A02,89,65 years and older,2024-10-14T21:32,2024,10,Estimated market value of owned home,Estimated market Shop 5,134.23,4194.37,50332.44
T0001063,A02,89,65 years and older,2024-10-25T14:52,2024,10,Estimated market value of owned home,Estimated market Shop 5,68.14,4194.37,50332.44
T0001064,A02,89,65 years and older,2024-10-18T14:09,2024,10,Alcoholic beverages,Alcoholic beverages Shop 4,30.77,4194.37,50332.44
T0001065,A02,89,65 years and older,2024-10-22T16:57,2024,10,Income before taxes,Income before Shop 5,156.37,4194.37,50332.44
T0001066,A02,89,65 years and older,2024-10-10T13:06,2024,10,Estimated market value of owned home,Estimated market Shop 2,141.52,4194.37,50332.44
T0001067,A02,89,65 years and older,2024-10-13T16:15,2024,10,Housing,Housing Shop 7,18.61,4194.37,50332.44
T0001068,A02,89,65 years and older,2024-10-16T12:45,2024,10,Property taxes,Property taxes Shop 5,110.18,4194.37,50332.44
T0001069,A02,89,65 years and older,2024-10-01T15:42,2024,10,Income before taxes,Income before Shop 6,287.32,4194.37,50332.44
T0001070,A02,89,65 years and older,2024-10-20T07:36,2024,10,Estimated market value of owned home,Estimated market Shop 7,72.11,4194.37,50332.44
T0001071,A02,89,65 years and older,2024-10-24T16:13,2024,10,Estimated market value of owned home,Estimated market Shop 8,16.28,4194.37,50332.44
T0001072,A02,89,65 years and older,2024-10-11T18:36,2024,10,Estimated market value of owned home,Estimated market Shop 2,59.62,4194.37,50332.44
T0001073,A02,89,65 years and older,2024-10-03T07:47,2024,10,Estimated market value of owned home,Estimated market Shop 1,152.02,4194.37,50332.44
T0001074,A02,89,65 years and older,2024-10-05T21:53,2024,10,Estimated market value of owned home,Estimated market Shop 3,13.83,4194.37,50332.44
T0001075,A02,89,65 years and older,2024-10-10T20:25,2024,10,Estimated market value of owned home,Estimated market Shop 5,198.03,4194.37,50332.44
T0001076,A02,89,65 years and older,2024-10-23T13:21,2024,10,Income before taxes,Income before Shop 8,10.07,4194.37,50332.44
T0001077,A02,89,65 years and older,2024-10-11T10:57,2024,10,Estimated market value of owned home,Estimated market Shop 8,127.38,4194.37,50332.44
T0001078,A02,89,65 years and older,2024-10-31T08:43,2024,10,Income before taxes,Income before Shop 1,22.35,4194.37,50332.44
T0001079,A02,89,65 years and older,2024-10-10T18:23,2024,10,Estimated market value of owned home,Estimated market Shop 3,79.77,4194.37,50332.44
T0001080,A02,89,65 years and older,2024-10-08T19:20,2024,10,Estimated market value of owned home,Estimated market Shop 6,21.18,4194.37,50332.44
T0001081,A02,89,65 years and older,2024-10-19T21:22,2024,10,Estimated market value of owned home,Estimated market Shop 6,28.95,4194.37,50332.44
T0001082,A02,89,65 years and older,2024-10-30T12:44,2024,10,"Cars and trucks, used",Cars and Shop 9,189.06,4194.37,50332.44
T0001083,A02,89,65 years and older,2024-10-23T09:26,2024,10,Estimated market value of owned home,Estimated market Shop 1,19.96,4194.37,50332.44
T0001084,A02,89,65 years and older,2024-10-05T08:57,2024,10,Estimated market value of owned home,Estimated market Shop 5,119.69,4194.37,50332.44
T0001085,A02,89,65 years and older,2024-10-01T07:51,2024,10,Estimated market value of owned home,Estimated market Shop 1,34.68,4194.37,50332.44
T0001086,A02,89,65 years and older,2024-10-16T11:18,2024,10,Estimated market value of owned home,Estimated market Shop 4,118.48,4194.37,50332.44
T0001087,A02,89,65 years and older,2024-10-04T20:34,2024,10,Estimated market value of owned home,Estimated market Shop 4,6.80,4194.37,50332.44
T0001088,A02,89,65 years and older,2024-10-05T14:55,2024,10,Estimated market value of owned home,Estimated market Shop 5,49.53,4194.37,50332.44
